x,y,z
0.163181034673,76.0,0.912543356788
0.163184502351,76.0,0.912545855227
0.163188240846,76.0,0.91254818786
0.163192073008,76.0,0.912550509438
0.163196103264,76.0,0.912552746369
0.163200256566,76.0,0.912554898941
0.163204593709,76.0,0.912556883963
0.163209109748,76.0,0.912558708704
0.163213784031,76.0,0.912560497667
0.163218781781,76.0,0.912562045774
0.163223997698,76.0,0.912563543557
0.1632294056,77.0,0.91256504105
0.16323474689,77.0,0.912566790451
0.163240472442,77.0,0.91256845055
0.163246058659,77.0,0.912570267729
0.163251386859,76.0,0.912572451427
0.163256592594,77.0,0.912574873362
0.163261562419,76.0,0.912577340385
0.163266162234,77.0,0.912580281847
0.163270610206,77.0,0.912583202073
0.163274809177,77.0,0.91258624331
0.163279055563,76.0,0.912589257493
0.163283206829,75.0,0.912592300475
0.163287225741,75.0,0.912595435668
0.163291207709,75.0,0.912598447815
0.163295128301,75.0,0.912601539666
0.163299214989,75.0,0.912604457566
0.163303137907,75.0,0.912607450514
0.163306959306,76.0,0.912610410884
0.163311002361,76.0,0.912613276133
0.163314796707,75.0,0.912616077386
0.163318496223,75.0,0.912618885912
0.163322066003,76.0,0.91262157401
0.163325239884,76.0,0.912623789996
0.163327745886,76.0,0.912625528926
0.163329792285,76.0,0.912626831814
0.163331646115,76.0,0.912627927299
0.163333422279,76.0,0.912628895957
0.163335277273,76.0,0.912629708117
0.16333725124,77.0,0.912630248296
0.163339695283,77.0,0.912630102561
0.163341969447,78.0,0.912629602233
0.16334409933,78.0,0.912629080671
0.163346513121,78.0,0.912628409301
0.163349931639,78.0,0.912627278618
0.163352933896,79.0,0.912626155499
0.163355124284,78.0,0.912624603901
0.163357397576,77.0,0.912622751234
0.163359411395,77.0,0.912620832245
0.163361433359,78.0,0.912618933908
0.163362718212,78.0,0.912616297007
0.16336375232,78.0,0.912613618799
0.163364703815,78.0,0.912610811437
0.163365612259,77.0,0.912607762347
0.163366544556,78.0,0.912604580611
0.163367615024,78.0,0.912601424765
0.163368745997,77.0,0.912598258738
0.163369877262,77.0,0.91259494843
0.163371233964,77.0,0.912591738188
0.163372849848,76.0,0.912588371448
0.163374642011,76.0,0.912585171677
0.163376538602,76.0,0.912581733379
0.163378616416,76.0,0.912578366348
0.163380849274,76.0,0.912574962083
0.163383178416,76.0,0.912571505458
0.163385729796,76.0,0.912568112538
0.16338835419,76.0,0.912564682094
0.16339097422,76.0,0.912561254267
0.163393666681,76.0,0.912557740047
0.16339647957,76.0,0.912554272368
0.163399156033,77.0,0.91255080469
0.163401966885,78.0,0.91254726778
0.163404856569,78.0,0.912543707018
0.163407668876,79.0,0.912540110476
0.163410319449,79.0,0.912536508116
0.163413088996,80.0,0.912532961025
0.163415758768,80.0,0.912529422079
0.163418375889,81.0,0.912525867426
0.163420558133,81.0,0.912522249067
0.16342272874,81.0,0.912518623727
0.163424815863,80.0,0.912515008569
0.163426726126,80.0,0.912511304107
0.16342847291,81.0,0.91250763048
0.163430025089,81.0,0.9125039394
0.163431414371,81.0,0.912500262864
0.163432782419,80.0,0.912496565093
0.163433895939,80.0,0.91249289612
0.163435219189,80.0,0.912489253327
0.163436583455,80.0,0.912485630314
0.163438047495,80.0,0.912481999738
0.163439917034,80.0,0.912478480282
0.163442118767,80.0,0.91247511296
0.163444494451,80.0,0.912471795671
0.163447366681,79.0,0.912468591537
0.163450455041,78.0,0.912465424056
0.163454154266,79.0,0.912462535245
0.163457887816,79.0,0.912459590874
0.163461578606,79.0,0.912456883578
0.163465230126,80.0,0.912454239986
0.163468850811,80.0,0.912451602502
0.163472414192,80.0,0.912448987999
0.163475932485,80.0,0.912446318518
0.163479386491,80.0,0.912443773537
0.163482765449,80.0,0.912441244555
